url_path,views_total,views_unique
/floneum/floneum,353,196
/floneum/floneum/tree/main/interfaces/kalosm,144,75
/floneum/floneum/tree/main/interfaces/kalosm/examples,55,36
/floneum/floneum/tree/main,51,28
/floneum/floneum/issues,48,21
/floneum/floneum/tree/main/interfaces,42,23
/floneum/floneum/releases/tag/v0.2.0,41,29
/floneum/floneum/tree/main/floneum/floneum,30,29
/floneum/floneum/tree/main/models,28,21
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,28,19
